1462795660269972	19
1462795660270002	20
1462795660270045	22
1462795660320729	33
1462795660320785	34
1462795660320815	35
1462795660424114	45
1462795660424963	47
1462795660425049	49
1462795660425075	51
1462795660454008	57
1462795660455224	58
1462795660483158	60
1462795660512093	62
1462795660512239	63
1462795660512353	64
1462795660512507	65
1462795660512616	66
1462795660512718	67
1462795660540237	70
1462795660540390	71
1462795660540502	72
1462795660563325	79
1462795660563437	80
1462795660563547	81
1462795660563650	82
1462795660563751	83
1462795660563853	84
1462795660563954	85
1462795660568153	87
1462795660591235	91
1462795660613861	99
1462795660614006	100
1462795660614129	101
1462795660614258	102
1462795660614383	103
1462795660614524	104
1462795660614629	105
1462795660614743	106
1462795660619099	108
1462795660667943	116
1462795660668083	117
1462795660668218	118
1462795660668341	119
1462795660668474	120
1462795660668602	121
1462795660668748	122
1462795660668871	123
1462795660668978	124
1462795660771416	130
1462795660771560	131
1462795660771671	132
1462795660771767	133
1462795660771866	134
1462795660771965	135
1462795660772065	136
1462795660772167	137
1462795660772265	138
1462795660800782	140
1462795660800934	141
1462795660801051	142
1462795660801172	144
1462795660801294	145
1462795660803067	149
1462795660831375	155
1462795660831490	156
1462795660831633	157
1462795660831760	158
1462795660831891	159
1462795660832065	160
1462795660832222	161
1462795660859162	163
1462795660859296	164
1462795660860157	166
1462795660861187	168
1462795660862066	170
1462795660862242	174
1462795660875411	175
1462795660875558	176
1462795660875670	177
1462795660887175	179
1462795660888167	181
1462795660889192	183
1462795660891314	186
1462795660891429	187
1462795660892089	189
1462795660932265	197
1462795660932415	198
1462795660932568	199
1462795660932678	200
1462795660932785	201
1462795660932890	202
1462795660932992	203
1462795660933091	204
1462795660933193	205
1462795660986526	211
1462795660986640	212
1462795660986771	213
1462795660986916	214
1462795660987041	215
1462795660987173	216
1462795660987322	217
1462795660987448	218
1462795660987555	219
1462795661023989	224
1462795661034804	225
1462795661034952	226
1462795661035112	227
1462795661063243	230
1462795661064125	232
1462795661065088	234
1462795661091267	236
1462795661092268	238
1462795661093261	240
1462795661119274	242
1462795661119401	243
1462795661120267	245
1462795661121249	247
1462795661147261	249
1462795661148228	251
1462795661149238	253
1462795661175273	255
1462795661175379	256
1462795661177278	258
1462795661177380	259
1462795661204279	261
1462795661204410	262
1462795661204516	263
1462795661206282	265
1462795661206384	266
1462795661233298	268
1462795661233407	269
1462795661234288	271
1462795661234390	272
1462795661263292	274
1462795661263395	275
1462795661263497	276
1462795661263598	277
1462795661291301	279
1462795661291403	280
1462795661292248	282
1462795661292350	283
1462795661319282	285
1462795661319385	286
1462795661321301	288
1462795661321403	289
1462795661347303	291
1462795661347411	292
1462795661347524	293
1462795661349299	295
1462795661349402	296
1462795661375294	298
1462795661375397	299
1462795661376306	301
1462795661376407	302
1462795661378313	304
1462795661378411	305
1462795661404204	307
1462795661404306	308
1462795661405317	310
1462795661405420	311
1462795661407317	313
1462795661407420	314
1462795661433332	318
1462795661433461	319
1462795661434242	321
1462795661434344	322
1462795661462305	324
1462795661462431	325
1462795661462537	326
1462795661462741	327
1462795661462891	328
1462795661463315	330
1462795661463419	331
1462795661490307	334
1462795661491275	336
1462795661492250	338
1462795661493235	340
1462795661520425	347
1462795661520577	348
1462795661520696	349
1462795661521326	351
1462795661521428	352
1462795661548323	354
1462795661549317	356
1462795661550318	358
1462795661550421	359
1462795661551240	361
1462795661551442	363
1462795661576339	365
1462795661577334	367
1462795661578324	369
1462795661579329	371
1462795661580399	373
1462795661581233	375
1462795661605345	377
1462795661605446	378
1462795661607346	380
1462795661607449	381
1462795661609346	383
1462795661609466	384
1462795661634333	386
1462795661634433	387
1462795661636348	389
1462795661636451	390
1462795661638351	392
1462795661638452	393
1462795661663350	395
1462795661663452	396
1462795661665315	398
1462795661665418	399
1462795661667313	401
1462795661667416	402
1462795661692352	404
1462795661692456	405
1462795661694365	407
1462795661694467	408
1462795661696326	410
1462795661696429	411
1462795661696539	412
1462795661721359	414
1462795661721872	415
1462795661723325	417
1462795661723428	418
1462795661749380	420
1462795661749486	421
1462795661749590	422
1462795661749691	423
1462795661751368	425
1462795661751469	426
1462795661777371	428
1462795661777495	429
1462795661779358	431
1462795661779460	432
1462795661780325	434
1462795661780451	435
1462795661781261	437
1462795661806364	439
1462795661806464	440
1462795661808485	442
1462795661808587	443
1462795661809462	445
1462795661809566	446
1462795661834357	448
1462795661834461	449
1462795661835343	451
1462795661837377	453
1462795661837479	454
1462795661838374	456
1462795661838477	457
1462795661863361	459
1462795661863471	460
1462795661863577	461
1462795661865527	463
1462795661865681	464
1462795661866390	466
1462795661867378	468
1462795661868033	469
1462795661892430	471
1462795661892567	472
1462795661893380	474
1462795661893527	475
1462795661895519	477
1462795661895666	478
1462795661896285	480
1462795661920389	484
1462795661921116	485
1462795661922411	487
1462795661922539	488
1462795661923385	490
1462795661923508	491
1462795661925454	493
1462795661925605	494
1462795661948392	496
1462795661948500	497
1462795661950966	499
1462795661951119	500
1462795661952366	502
1462795661952468	503
1462795661953380	505
1462795661976470	507
1462795661976626	508
1462795661976748	509
1462795661977379	511
1462795661981092	513
1462795661981248	514
1462795661981435	516
1462795661981561	517
1462795662004416	519
1462795662006441	521
1462795662006595	522
1462795662006751	523
1462795662007302	525
1462795662011053	527
1462795662011217	529
1462795662011362	530
1462795662011505	531
1462795662034387	533
1462795662036500	535
1462795662036654	536
1462795662036788	537
1462795662037324	539
1462795662046665	542
1462795662046813	543
1462795662046972	544
1462795662047096	545
1462795662064295	547
1462795662064428	548
1462795662064557	549
1462795662067400	552
1462795662067550	553
1462795662097719	559
1462795662097867	560
1462795662097995	561
1462795662098128	562
1462795662098240	563
1462795662098376	564
1462795662098499	565
1462795662098648	566
1462795662098771	567
1462795662147810	572
1462795662147930	573
1462795662148088	574
1462795662148218	575
1462795662148340	576
1462795662148467	577
1462795662148608	578
1462795662148762	579
1462795662148865	580
1462795662178355	584
1462795662206838	591
1462795662206984	592
1462795662207098	593
1462795662207220	594
1462795662207377	595
1462795662207483	596
1462795662207585	597
1462795662235458	599
1462795662235585	600
1462795662261615	607
1462795662261762	608
1462795662261875	609
1462795662261979	610
1462795662262080	611
1462795662262179	612
1462795662263382	614
1462795662263483	615
1462795662264377	617
1462795662313059	624
1462795662313233	625
1462795662313358	626
1462795662313501	627
1462795662313627	628
1462795662313758	629
1462795662313887	630
1462795662313992	631
1462795662314096	632
1462795662362536	638
1462795662362669	639
1462795662362787	640
1462795662362929	641
1462795662363052	642
1462795662363208	643
1462795662363316	644
1462795662363430	645
1462795662363535	646
1462795662413670	652
1462795662413816	653
1462795662413934	654
1462795662414050	655
1462795662414186	656
1462795662414315	657
1462795662414458	658
1462795662414567	659
1462795662414673	660
1462795662466581	668
1462795662466771	669
1462795662466912	670
1462795662467021	671
1462795662467147	672
1462795662467276	673
1462795662467406	674
1462795662467512	675
1462795662467623	676
1462795662498279	682
