1462795670838129	3058	3f	02	99	7e	62	e6	214722
1462795670838268	3059	13	d8	fe	ab	7b	24	214837
1462795670884377	3064	9d	01	2a	00	02	00	214951
1462795670884493	3065	92	87	06	dd	e0	db	215066
1462795670884629	3066	e9	f4	9a	65	55	ce	215181
1462795670884753	3067	2d	5b	8b	98	8b	16	215296
1462795670884900	3068	53	a9	84	9a	d3	4a	215411
1462795670885030	3069	02	fb	c6	11	55	86	215526
1462795670885164	3070	ba	6a	53	34	33	d7	215641
1462795670885303	3071	1e	cd	cf	cf	4d	0a	215756
1462795670885458	3072	df	d4	21	77	c2	22	215871
1462795670932341	3080	9d	01	2a	00	02	00	215979
1462795670932493	3081	92	87	06	dd	e0	db	216094
1462795670932638	3082	e9	f4	9a	65	55	ce	216209
1462795670932781	3083	2d	5b	8b	98	8b	16	216324
1462795670932889	3084	53	a9	84	9a	d3	4a	216439
1462795670933024	3085	02	fb	c6	11	55	86	216554
1462795670933179	3086	ba	6a	53	34	33	d7	216669
1462795670933284	3087	1e	cd	cf	cf	4d	0a	216784
1462795670933391	3088	df	d4	21	77	c2	22	216899
1462795670979529	3093	9d	01	2a	00	02	00	217007
1462795670979684	3094	92	87	06	dd	e0	db	217122
1462795670979844	3095	e9	f4	9a	65	55	ce	217237
1462795670979995	3096	2d	5b	8b	98	8b	16	217352
1462795670980123	3097	53	a9	84	9a	d3	4a	217467
1462795670980260	3098	02	fb	c6	11	55	86	217582
1462795670980368	3099	ba	6a	53	34	33	d7	217697
1462795670980512	3100	1e	cd	cf	cf	4d	0a	217814
1462795670980618	3101	df	d4	21	77	c2	22	217931
1462795671026786	3107	9d	01	2a	00	02	00	218041
1462795671026930	3108	04	e8	c0	9d	18	13	218158
1462795671027073	3109	8c	6e	87	10	7f	89	218275
1462795671027224	3110	cd	3c	65	f2	52	86	218392
1462795671027332	3111	4a	54	b9	90	d2	ad	218509
1462795671027464	3112	a3	6f	08	3f	35	e7	218626
1462795671027592	3113	1b	b7	a5	e4	0e	08	218743
1462795671027733	3114	4e	ec	a3	44	7c	b7	218860
1462795671027859	3115	8f	9b	36	e5	09	4f	218977
1462795671077022	3120	9d	01	2a	00	02	00	219041
1462795671077173	3121	04	e8	c0	9d	18	13	219156
1462795671077309	3122	8c	6e	87	10	7f	89	219271
1462795671077448	3123	cd	3c	65	f2	52	86	219386
1462795671077574	3124	4a	54	b9	90	d2	ad	219501
1462795671077749	3125	a3	6f	08	3f	35	e7	219616
1462795671077879	3126	1b	b7	a5	e4	0e	08	219731
1462795671077985	3127	4e	ec	a3	44	7c	b7	219846
1462795671078087	3128	8f	9b	36	e5	09	4f	219961
1462795671124376	3133	9d	01	2a	00	02	00	220023
1462795671124519	3134	58	d8	80	4e	c8	09	220138
1462795671124676	3135	78	ee	55	c4	f4	52	220253
1462795671124804	3136	1c	42	f4	fa	26	82	220368
1462795671124941	3137	71	31	6e	2a	4a	fa	220483
1462795671125080	3138	18	06	a3	27	f4	cf	220598
1462795671125208	3139	93	d8	9d	54	c5	94	220713
1462795671125313	3140	d8	ab	8a	cb	55	cd	220828
1462795671125415	3141	35	58	6d	14	be	70	220943
1462795671176518	3146	9d	01	2a	00	02	00	221013
1462795671176669	3147	58	d8	80	4e	c8	09	221128
1462795671176799	3148	78	ee	55	c4	f4	52	221243
1462795671176935	3149	1c	42	f4	fa	26	82	221358
1462795671177092	3150	71	31	6e	2a	4a	fa	221473
1462795671177222	3151	18	06	a3	27	f4	cf	221588
1462795671177330	3152	93	d8	9d	54	c5	94	221703
1462795671177475	3153	d8	ab	8a	cb	55	cd	221818
1462795671177581	3154	35	58	6d	14	be	70	221933
1462795671229134	3159	9d	01	2a	00	02	00	222003
1462795671229288	3160	58	d8	80	4e	c8	09	222118
1462795671229424	3161	78	ee	55	c4	f4	52	222233
1462795671229558	3162	1c	42	f4	fa	26	82	222348
1462795671229663	3163	71	31	6e	2a	4a	fa	222463
1462795671229765	3164	18	06	a3	27	f4	cf	222578
1462795671229866	3165	93	d8	9d	54	c5	94	222693
1462795671229968	3166	d8	ab	8a	cb	55	cd	222808
1462795671230069	3167	35	58	6d	14	be	70	222923
1462795671260016	3173	93	d8	9d	54	c5	94	222993
1462795671280093	3174	9d	01	2a	00	02	00	223108
1462795671280205	3175	58	d8	80	4e	c8	09	223223
1462795671280339	3176	78	ee	55	c4	f4	52	223338
1462795671307768	3179	1c	42	f4	fa	26	82	223453
1462795671308780	3181	71	31	6e	2a	4a	fa	223568
1462795671335755	3183	18	06	a3	27	f4	cf	223683
1462795671336777	3185	58	d8	80	4e	c8	09	223798
1462795671363783	3187	93	d8	9d	54	c5	94	223913
1462795671364767	3189	d8	ab	8a	cb	55	cd	224028
1462795671391790	3191	35	58	6d	14	be	70	224143
1462795671391925	3192	6c	b2	5e	6b	7b	7f	224258
1462795671392776	3194	33	ca	c5	4a	2f	47	224373
1462795671419796	3198	91	53	43	c9	56	a1	224488
1462795671420790	3200	36	62	4e	3f	55	4e	224603
1462795671421795	3202	19	f0	46	bb	c0	6d	224718
1462795671447785	3204	af	0b	83	3b	f3	d9	224833
1462795671448793	3206	ea	84	46	04	c7	98	224948
1462795671449790	3208	f1	66	86	13	ff	80	225063
1462795671475857	3210	01	81	00	00	80	30	225178
1462795671476857	3212	02	76	26	11	8a	2e	225293
1462795671476966	3213	36	81	bf	a4	5a	c6	225408
1462795671477859	3215	07	66	2a	ea	1f	e9	225523
1462795671503853	3217	60	c6	37	ca	c5	1e	225640
1462795671504867	3219	ef	34	02	b2	95	3c	225757
1462795671505845	3221	49	43	95	bf	3a	ba	225874
1462795671531753	3223	bd	34	67	2c	79	b7	225991
1462795671531857	3224	a7	c1	67	04	85	ef	226108
1462795671531986	3225	a7	08	bf	ec	45	57	226225
1462795671533844	3227	b7	9f	0f	f4	90	43	226342
1462795671533949	3228	dd	e4	7f	94	e2	30	226459
1462795671559870	3230	9d	4a	70	09	d7	5e	226576
1462795671560886	3232	f5	d5	31	f0	a2	5f	226693
1462795671561866	3234	bd	34	67	2c	79	b7	226810
1462795671587815	3237	fa	1f	27	fd	f6	ed	226925
1462795671588814	3239	e7	db	05	e6	3e	48	227040
1462795671589779	3241	bc	32	76	00	75	cd	227155
1462795671615816	3243	01	54	95	6a	3e	08	227270
1462795671615954	3244	24	04	ec	80	9d	90	227385
1462795671616782	3246	31	3b	5a	a5	bc	0b	227500
1462795671617808	3248	34	17	cf	39	71	bc	227615
1462795671643824	3250	e8	08	57	16	fe	3a	227730
1462795671643941	3251	83	5b	af	5a	dc	63	227845
1462795671644797	3253	af	28	93	1f	84	1f	227960
1462795671645796	3255	82	cf	d4	c8	69	b2	228075
1462795671646826	3257	fe	91	4e	8e	0e	83	228190
1462795671671825	3259	7c	bb	c1	bd	cb	c2	228305
1462795671672816	3261	1b	25	4a	28	69	14	228420
1462795671673826	3263	90	de	ce	ad	ba	39	228535
1462795671674775	3265	c1	3a	dd	4c	83	0c	228650
1462795671675807	3267	3b	53	ac	7e	1d	0e	228765
1462795671699863	3269	44	72	1b	25	cc	32	228880
1462795671700859	3271	5c	71	37	c8	1b	84	228995
1462795671702878	3273	53	d0	b5	9f	2e	8e	229110
1462795671702979	3274	60	bd	25	07	a6	bd	229225
1462795671727789	3276	83	a7	65	38	74	fd	229340
1462795671727916	3277	02	d1	9a	07	c2	ae	229455
1462795671730894	3279	b3	c6	f4	d9	02	4a	229570
1462795671730997	3280	0f	05	9a	12	01	97	229685
1462795671755842	3282	2b	f6	32	41	1a	2c	229800
1462795671755962	3283	8e	e0	ad	36	7e	9b	229915
1462795671758839	3285	a1	92	d7	7d	f1	91	230030
1462795671759017	3286	f8	4f	68	9b	fc	79	230145
1462795671783873	3288	79	fd	f8	96	70	ed	230260
1462795671784095	3289	1c	fa	d9	a4	49	c5	230375
1462795671784200	3290	d5	71	83	46	42	37	230490
1462795671786926	3292	e1	8d	6d	16	f8	24	230605
1462795671787029	3293	71	ee	86	ab	24	1f	230720
1462795671811907	3295	e0	24	c6	b0	17	fa	230835
1462795671812007	3296	e7	60	bd	93	17	6d	230950
1462795671813894	3298	79	e9	7a	dc	66	c5	231065
1462795671813997	3299	47	19	73	33	7f	9f	231180
1462795671815920	3301	d0	ba	d3	3b	5e	a3	231295
1462795671816020	3302	34	70	6a	e4	36	a0	231410
1462795671840819	3304	e4	ff	a2	2a	45	fc	231525
1462795671840922	3305	92	09	23	4f	c6	df	231640
1462795671842908	3307	9d	01	2a	00	02	00	231673
1462795671843011	3308	36	ef	06	dd	e0	db	231788
1462795671844907	3310	d1	0a	4a	3d	88	3e	231903
1462795671845010	3311	e7	c7	78	4e	da	77	232018
1462795671869829	3313	a2	e0	c9	91	d8	6d	232133
1462795671869929	3314	5f	f5	cf	98	be	44	232248
1462795671871854	3316	4d	41	80	87	90	85	232363
1462795671871962	3317	f0	ff	6e	ea	53	f6	232478
1462795671873831	3319	10	89	e3	02	57	df	232593
1462795671873941	3320	e4	06	6f	c7	33	f1	232708
1462795671898851	3322	4e	ac	0e	0f	50	b3	232823
1462795671898948	3323	10	84	fc	d4	2a	6e	232938
1462795671900857	3325	da	a6	d3	ce	67	ca	233053
1462795671900955	3326	bf	19	10	6d	4f	10	233168
1462795671902856	3328	79	cf	12	cd	ce	ba	233283
1462795671915508	3331	9d	01	2a	00	02	00	233313
1462795671927840	3333	6f	b0	ad	f6	15	be	233428
1462795671927961	3334	21	f7	fc	fe	6e	ec	233543
1462795671928112	3335	43	98	21	c0	29	05	233658
1462795671929850	3337	05	6e	74	e2	38	a9	233773
1462795671929972	3338	94	9b	5a	1c	d4	71	233888
1462795671930851	3340	6e	30	df	de	36	ef	234003
1462795671955848	3342	0d	4b	46	8b	d5	f1	234118
1462795671963692	3345	9d	01	2a	00	02	00	234171
1462795671963853	3346	41	0f	a8	21	f5	04	234286
1462795671963983	3347	4e	e0	22	5b	91	e5	234401
1462795671964116	3348	9a	7c	55	87	ad	94	234518
1462795671964227	3349	4f	c9	16	33	09	28	234633
1462795671983824	3351	ce	f7	f7	2e	26	79	234748
1462795671983970	3352	53	54	d2	16	91	c5	234863
1462795671992822	3354	02	1d	d1	1d	fd	45	234978
1462795672012195	3356	9d	01	2a	00	02	00	235047
1462795672012340	3357	10	fa	82	1f	50	43	235162
1462795672012477	3358	4a	1c	2b	1b	9b	22	235279
1462795672012605	3359	8b	ff	cf	40	31	e5	235396
1462795672012843	3361	54	83	e1	5c	b1	00	235513
1462795672012957	3362	2e	68	34	1b	5e	0a	235630
1462795672020884	3364	7e	a5	bd	b8	c8	3c	235747
1462795672040894	3366	ff	92	77	c3	9e	ac	235864
1462795672067849	3369	9d	01	2a	00	02	00	235952
1462795672068015	3370	d1	81	3a	30	27	46	236069
1462795672068146	3371	94	cd	ae	97	d8	d2	236186
1462795672068275	3372	fb	2a	25	21	97	20	236303
1462795672068381	3373	80	e0	9c	a4	24	62	236420
1462795672068889	3375	96	0f	2f	41	db	cb	236537
1462795672068991	3376	05	35	67	d8	16	86	236654
1462795672069092	3377	e9	20	a2	68	41	a6	236771
1462795672098859	3383	80	e0	9c	a4	24	62	236868
1462795672120250	3384	9d	01	2a	00	02	00	236983
1462795672126898	3386	10	fa	82	1f	50	43	237098
1462795672127017	3387	6c	56	d3	bc	58	b5	237213
1462795672147906	3389	19	c5	3c	b6	f0	f5	237328
1462795672148008	3390	4d	5d	ef	af	6c	6e	237443
1462795672154911	3392	58	9a	4c	61	37	6f	237558
1462795672155909	3394	e8	af	98	ee	2e	66	237673
1462795672175903	3396	8a	08	cd	8d	87	3b	237788
1462795672176045	3397	98	cf	f8	9f	db	fc	237903
1462795672176901	3399	d8	0d	9a	6c	d9	0a	238018
1462795672182904	3401	75	4c	87	35	10	11	238133
1462795672183892	3403	ec	f8	57	42	08	f8	238248
1462795672203916	3405	e2	7f	10	4e	4b	16	238363
1462795672204905	3407	2c	5a	9e	bf	ba	e5	238478
1462795672205913	3409	70	c0	0c	0e	cc	02	238593
1462795672210905	3411	e6	93	a3	93	14	4d	238708
1462795672214946	3413	9d	01	2a	00	02	00	238813
1462795672231926	3415	36	d4	52	a9	8d	b5	238928
1462795672232893	3417	88	0d	3d	8d	02	7b	239043
1462795672238911	3419	df	9a	fc	8d	f3	10	239158
1462795672239058	3420	9b	18	ef	61	d5	07	239273
1462795672259895	3422	34	e4	6a	4c	16	53	239388
1462795672260022	3423	1d	8d	6d	a2	95	2a	239503
1462795672266927	3425	f7	8c	fd	09	c8	b9	239618
1462795672267082	3426	64	88	72	eb	19	87	239733
1462795672287930	3428	34	bd	cc	33	fd	31	239848
1462795672288062	3429	f3	f9	1f	b8	93	48	239963
1462795672294960	3431	76	54	9b	b9	ed	89	240078
1462795672295987	3433	34	e4	6a	4c	16	53	240193
1462795672316897	3436	10	69	36	db	c8	94	240308
1462795672322974	3438	7d	71	ca	fb	29	c9	240423
1462795672324008	3440	4b	34	75	f2	cc	e2	240538
1462795672344943	3442	d7	b2	2a	a5	32	fd	240653
1462795672345053	3443	44	8d	f9	65	ef	68	240768
1462795672350923	3445	46	9c	61	e4	83	28	240883
1462795672351931	3447	8a	4b	ca	96	ee	23	240998
1462795672372935	3449	d9	e4	4c	af	d1	d1	241113
1462795672373101	3450	5e	d2	59	6e	61	60	241228
1462795672373940	3452	b6	ae	3f	eb	27	09	241343
1462795672378923	3454	d6	44	93	f4	9a	e8	241458
1462795672379935	3456	f0	03	18	3a	ea	06	241573
1462795672400940	3458	36	bb	ba	cb	44	ea	241688
1462795672401934	3460	cc	ca	5b	cc	07	89	241803
1462795672402961	3462	4c	92	f9	4a	d3	7a	241918
1462795672406931	3464	c3	34	8b	83	77	8f	242033
1462795672407888	3466	71	0b	7c	28	04	03	242148
1462795672428891	3470	99	5f	c8	51	5d	02	242263
1462795672429888	3472	7a	5c	c0	68	81	71	242378
1462795672434893	3474	e4	0c	22	3f	9d	1e	242493
1462795672435028	3475	db	c7	63	a5	23	18	242608
1462795672456891	3477	2e	19	78	f9	0b	86	242723
1462795672456997	3478	6e	7e	fe	a4	91	f4	242838
1462795672462892	3480	7a	bc	18	3f	03	3c	242953
1462795672462991	3481	71	30	1c	a4	c4	53	243068
1462795672484922	3483	64	af	fb	2b	8d	08	243183
1462795672485023	3484	fe	54	9d	ce	23	fd	243298
1462795672490918	3486	8e	ea	9b	8d	c8	5a	243413
1462795672491064	3487	bc	24	98	52	ad	35	243528
1462795672512883	3489	ff	2d	fe	99	ff	4f	243643
1462795672513032	3490	03	9d	31	9d	8f	bd	243760
1462795672518974	3492	50	0b	6b	1a	a7	09	243877
1462795672519074	3493	fb	2a	ad	12	bd	f8	243994
1462795672540928	3495	21	23	1b	db	2a	9e	244111
1462795672541074	3496	e7	0b	07	ee	f5	95	244228
1462795672541206	3497	08	bc	ea	e2	65	43	244345
1462795672546928	3499	4a	7b	19	7d	26	77	244462
1462795672547029	3500	cb	b5	cf	98	01	d9	244579
1462795672568815	3502	9d	01	2a	00	02	00	244623
1462795672568940	3503	82	bd	22	a6	3f	12	244740
1462795672569811	3505	68	9c	5f	13	9a	a8	244857
1462795672569915	3506	d0	de	5c	58	85	0c	244974
1462795672575857	3508	1d	3d	50	c6	3c	9c	245091
1462795672575997	3509	70	17	05	0d	bf	5b	245208
1462795672597937	3511	fd	c8	d8	f4	61	79	245323
1462795672598044	3512	40	0d	fd	5d	6f	ce	245440
1462795672598914	3514	b7	22	35	7a	05	9d	245557
1462795672599016	3515	a8	18	d4	d3	63	4b	245674
1462795672604918	3517	c5	05	d2	49	c0	d0	245791
1462795672605029	3518	09	d1	78	58	1d	57	245908
1462795672626916	3520	70	e3	e9	67	bd	eb	246025
1462795672627059	3521	b8	f0	06	b0	de	27	246142
1462795672627915	3523	f2	a7	95	f4	33	ee	246259
1462795672628019	3524	6e	47	23	8d	5a	39	246376
1462795672633924	3526	39	fe	b6	a1	b9	96	246493
1462795672634036	3527	13	6e	d4	cd	f2	dc	246610
1462795672634163	3528	03	cb	f5	24	f3	c0	246727
1462795672655957	3530	c4	83	bb	a4	c9	fb	246844
1462795672656103	3531	9d	b7	26	10	e5	dd	246961
1462795672656983	3533	9d	01	2a	00	02	00	247073
1462795672657093	3534	ea	6e	d8	cf	8c	8f	247188
1462795672662956	3536	f7	e5	10	dd	cc	7a	247303
1462795672663073	3537	3a	35	c1	65	1f	bb	247418
1462795672663184	3538	c5	c5	f6	ef	e5	d4	247533
1462795672684976	3540	5b	08	72	8e	49	7c	247648
1462795672685084	3541	65	75	d4	5a	ee	28	247763
1462795672685931	3543	55	af	cc	f1	5f	9c	247878
1462795672686038	3544	81	18	3f	7b	53	60	247993
1462795672691937	3546	ed	2d	0b	70	eb	a7	248108
1462795672692097	3547	4d	cc	2c	40	d0	28	248223
1462795672712983	3549	9d	01	2a	00	02	00	248255
1462795672713087	3550	0b	70	dc	fa	82	1f	248370
1462795672714941	3552	f2	71	cd	b4	c4	60	248485
1462795672715067	3553	9b	5f	cc	44	0d	b7	248600
1462795672719994	3555	a7	3e	e1	78	47	c8	248715
1462795672720108	3556	ed	3c	a7	50	33	bf	248832
1462795672721006	3558	d3	c5	75	91	97	2d	248949
1462795672742020	3560	8a	2d	0f	34	d1	bd	249066
1462795672742168	3561	87	5c	fc	ad	48	50	249183
1462795672744018	3563	9d	a3	1f	f8	f0	35	249300
1462795672744728	3564	9d	01	2a	00	02	00	249403
1462795672749018	3566	ca	b6	fa	df	e6	cd	249520
1462795672749144	3567	45	14	ab	97	4a	da	249637
1462795672769996	3569	c6	49	c1	88	69	e6	249754
1462795672770134	3570	a9	cb	03	b4	5a	0f	249871
1462795672770261	3571	b0	d9	86	69	d5	bf	249988
1462795672772128	3573	bf	c2	ce	ae	a6	13	250105
1462795672772279	3574	89	29	cd	f3	82	fe	250222
1462795672777027	3576	6a	83	9f	8b	4e	2a	250339
1462795672777153	3577	6d	46	d6	04	69	4c	250456
1462795672798678	3579	9d	01	2a	00	02	00	250545
1462795672798829	3580	70	87	bf	7e	0c	2c	250662
1462795672798974	3582	aa	aa	c5	8f	bd	2b	250779
1462795672799097	3583	5c	f1	14	0f	e1	88	250896
1462795672801045	3585	8e	36	d8	08	cb	3d	251013
1462795672801178	3586	91	45	b4	e5	97	1a	251130
1462795672806081	3588	1a	81	cd	b7	11	c6	251247
1462795672806236	3589	ba	42	0c	ea	43	dd	251362
1462795672827980	3591	57	c1	d7	87	5e	bb	251477
1462795672828081	3592	03	5f	d2	b1	0a	a9	251592
1462795672828476	3593	9d	01	2a	00	02	00	251655
1462795672828968	3595	f2	49	0e	72	9d	a7	251770
1462795672829068	3596	ef	82	a7	b7	59	e7	251885
1462795672834001	3598	a3	9b	b2	25	c9	43	252000
1462795672834116	3599	2a	b4	3f	22	2f	2b	252115
1462795672858060	3603	ba	42	0c	ea	43	dd	252230
1462795672886077	3609	34	df	c3	c9	dc	9c	252345
1462795672886223	3610	80	3a	7e	e7	75	f3	252460
1462795672886382	3611	e5	15	dd	a9	f5	19	252575
1462795672886491	3612	3e	fa	9c	92	73	51	252690
1462795672886621	3613	3f	2e	a1	77	d0	56	252805
1462795672914055	3615	9d	01	2a	00	02	00	252863
1462795672914179	3616	d2	b4	4a	74	ed	d5	252978
1462795672915016	3618	0f	94	ba	1c	78	21	253093
1462795672915950	3622	e1	0b	ab	9b	25	25	253208
1462795672916866	3624	59	54	37	31	0b	91	253323
1462795672916967	3626	53	63	6d	f2	d9	37	253438
1462795672917076	3627	e0	08	0f	77	8d	23	253553
1462795672942102	3629	53	ce	db	bc	0b	79	253668
1462795672943044	3631	53	f2	46	31	6c	5f	253783
1462795672944060	3633	fe	bf	bd	fc	1a	1a	253898
1462795672945060	3635	9d	01	2a	00	02	00	253948
1462795672946065	3637	05	3c	f4	fc	b1	a5	254063
1462795672946956	3639	3e	d4	52	00	62	11	254178
1462795672947063	3641	49	fa	09	d4	4d	7c	254293
1462795672970053	3643	3f	0b	a0	39	b2	af	254408
1462795672971080	3645	bf	4d	4e	f8	d5	67	254523
1462795672971976	3647	fa	f2	cb	63	cb	68	254638
1462795672974098	3649	fa	f4	52	0f	0f	bb	254753
1462795672974233	3650	02	b7	97	a5	1d	8c	254868
1462795672976088	3652	bc	f4	58	a2	b3	fe	254983
1462795672976605	3653	9d	01	2a	00	02	00	255012
1462795672999075	3655	05	3c	f4	fc	b1	a5	255127
1462795672999207	3656	3e	d4	52	00	62	11	255242
1462795673002089	3658	49	fa	09	d4	4d	7c	255357
1462795673002224	3659	3f	0b	a0	39	b2	af	255472
1462795673004092	3661	bf	4d	4e	f8	d5	67	255587
1462795673004227	3662	fa	f2	cb	63	cb	68	255702
1462795673027064	3664	fa	f4	52	0f	0f	bb	255817
1462795673027172	3665	02	b7	97	a5	1d	8c	255932
1462795673030082	3667	bc	f4	58	a2	b3	fe	256047
1462795673030515	3668	9d	01	2a	00	02	00	256076
1462795673032120	3670	20	27	64	04	ec	80	256191
1462795673032248	3671	6f	b5	09	6c	1e	be	256308
1462795673055085	3673	43	65	fa	e9	83	2b	256425
1462795673056087	3675	9b	37	88	29	ec	98	256542
1462795673058170	3677	fa	f2	cb	63	cb	68	256659
1462795673059101	3679	02	b9	7d	46	64	85	256776
1462795673086193	3685	60	70	87	84	18	13	256893
1462795673086336	3686	eb	30	43	42	00	96	257010
1462795673086483	3687	95	4b	d7	c9	22	41	257127
1462795673087099	3689	81	00	00	80	f0	c3	257244
1462795673087251	3690	ec	80	9d	90	13	b2	257361
1462795673114108	3692	61	97	1a	d6	ff	08	257476
1462795673115107	3694	65	05	9e	69	b6	09	257591
1462795673116084	3696	6a	68	b0	1c	d9	24	257706
1462795673117017	3698	5f	f8	7f	95	34	25	257821
1462795673117142	3700	46	6d	1f	b0	c7	e2	257936
1462795673142101	3702	7f	3e	74	5e	3f	fe	258051
1462795673143110	3704	4b	e9	5c	33	15	33	258166
1462795673144102	3706	f9	3f	f7	cf	40	5f	258281
1462795673145101	3708	c8	09	d9	01	3b	20	258396
1462795673146091	3710	9c	17	ed	79	bd	5d	258511
1462795673170157	3712	c8	7e	5c	07	f6	c4	258626
1462795673171121	3714	85	74	dd	5d	54	17	258741
1462795673172062	3716	3d	0c	70	f1	1d	66	258856
1462795673174120	3718	69	a8	70	3b	21	05	258971
1462795673174220	3719	ea	ee	2f	dc	0b	1d	259086
1462795673199089	3721	63	a9	6d	53	06	06	259201
1462795673199225	3722	8e	9a	f5	03	fc	97	259316
1462795673199362	3723	80	9d	90	13	b2	02	259431
1462795673202118	3725	8c	72	d2	d6	12	fb	259546
1462795673202257	3726	c1	77	52	fb	0f	43	259661
1462795673227037	3728	08	da	41	fe	1d	4a	259776
1462795673227172	3729	7b	cc	8e	74	fc	c8	259891
1462795673228041	3731	85	6f	5a	06	b1	f6	260006
1462795673228153	3732	32	24	6f	f1	5a	32	260121
1462795673230962	3734	ac	26	5b	fe	c6	7f	260236
1462795673238031	3735	9d	01	2a	00	02	00	260343
1462795673256163	3737	76	40	4e	c8	09	d9	260458
1462795673256265	3738	35	d5	de	24	ab	d3	260573
1462795673257096	3740	90	96	57	6a	94	0b	260688
1462795673257202	3741	29	3d	d0	8f	b0	6e	260803
1462795673259163	3743	32	cc	85	ed	29	38	260918
1462795673284129	3745	f3	87	95	a1	9d	02	261033
1462795673284256	3746	83	08	d7	ef	dc	0d	261148
1462795673286140	3748	02	97	ed	19	9a	57	261263
1462795673286241	3749	ba	dc	73	90	6a	ff	261378
1462795673287132	3751	64	04	ec	80	9d	90	261493
1462795673287234	3752	20	af	41	0e	6b	50	261608
1462795673313144	3754	a7	1a	e8	9e	4b	f1	261723
1462795673313252	3755	4a	fe	3c	f5	5c	5a	261838
1462795673313363	3756	cd	0f	59	05	5b	aa	261953
1462795673315137	3758	65	bb	30	e2	e3	ad	262068
1462795673315238	3759	6e	60	22	ed	69	b2	262183
1462795673316137	3761	dc	01	e6	00	99	7b	262298
1462795673339973	3762	9d	01	2a	00	02	00	262407
1462795673342053	3764	76	40	4e	c8	09	d9	262522
1462795673342156	3765	35	d5	de	24	ab	d3	262637
1462795673344080	3767	90	96	57	6a	94	0b	262752
1462795673344182	3768	29	3d	d0	8f	b0	6e	262867
1462795673345140	3770	32	cc	85	ed	29	38	262982
1462795673345249	3771	f3	87	95	a1	9d	02	263097
1462795673370192	3773	83	08	d7	ef	dc	0d	263212
1462795673370294	3774	02	97	ed	19	9a	57	263327
1462795673395587	3777	9d	01	2a	00	02	00	263439
1462795673395740	3778	76	40	4e	c8	09	d9	263554
1462795673395852	3779	35	d5	de	24	ab	d3	263669
1462795673395960	3780	90	96	57	6a	94	0b	263784
1462795673398143	3782	29	3d	d0	8f	b0	6e	263899
1462795673398244	3783	32	cc	85	ed	29	38	264014
1462795673398346	3784	f3	87	95	a1	9d	02	264129
1462795673424153	3788	83	08	d7	ef	dc	0d	264244
1462795673426057	3791	02	97	ed	19	9a	57	264359
1462795673454150	3798	02	97	ed	19	9a	57	264471
1462795673454666	3799	9d	01	2a	00	02	00	264583
1462795673454818	3800	76	40	4e	c8	09	d9	264698
1462795673454946	3801	35	d5	de	24	ab	d3	264813
1462795673455099	3802	90	96	57	6a	94	0b	264928
1462795673482051	3804	29	3d	d0	8f	b0	6e	265043
1462795673482197	3805	32	cc	85	ed	29	38	265158
1462795673483161	3807	f3	87	95	a1	9d	02	265273
1462795673484147	3809	83	08	d7	ef	dc	0d	265388
1462795673485044	3811	02	97	ed	19	9a	57	265503
1462795673501096	3813	9d	01	2a	00	02	00	265615
1462795673501321	3814	76	40	4e	c8	09	d9	265730
1462795673510175	3816	35	d5	de	24	ab	d3	265845
1462795673511162	3818	90	96	57	6a	94	0b	265960
1462795673512175	3820	29	3d	d0	8f	b0	6e	266075
1462795673513162	3822	32	cc	85	ed	29	38	266190
1462795673514134	3824	f3	87	95	a1	9d	02	266305
1462795673529195	3826	83	08	d7	ef	dc	0d	266420
1462795673530169	3828	02	97	ed	19	9a	57	266535
1462795673558548	3834	9d	01	2a	00	02	00	266649
1462795673558709	3835	82	1f	50	43	ea	08	266766
1462795673558813	3836	b2	40	7a	6e	e4	a6	266883
1462795673558917	3837	45	34	a1	8f	d7	d9	267000
